QID,title,titleSlug,difficulty,topicTags
2286,Booking Concert Tickets in Groups,booking-concert-tickets-in-groups,Hard,"binary-search,design,binary-indexed-tree,segment-tree"
2287,Rearrange Characters to Make Target String,rearrange-characters-to-make-target-string,Easy,"hash-table,string,counting"
2288,Apply Discount to Prices,apply-discount-to-prices,Medium,string
2289,Steps to Make Array Non-decreasing,steps-to-make-array-non-decreasing,Medium,"array,linked-list,stack,monotonic-stack"
2290,Minimum Obstacle Removal to Reach Corner,minimum-obstacle-removal-to-reach-corner,Hard,"array,breadth-first-search,graph,heap-priority-queue,matrix,shortest-path"
2291,Maximum Profit From Trading Stocks,maximum-profit-from-trading-stocks,Medium,"array,dynamic-programming"
2292,Products With Three or More Orders in Two Consecutive Years,products-with-three-or-more-orders-in-two-consecutive-years,Medium,database
2293,Min Max Game,min-max-game,Easy,"array,simulation"
2294,Partition Array Such That Maximum Difference Is K,partition-array-such-that-maximum-difference-is-k,Medium,"array,greedy,sorting"
2295,Replace Elements in an Array,replace-elements-in-an-array,Medium,"array,hash-table,simulation"
2296,Design a Text Editor,design-a-text-editor,Hard,"linked-list,string,stack,design,simulation,doubly-linked-list"
2297,Jump Game VIII,jump-game-viii,Medium,"array,dynamic-programming,stack,graph,monotonic-stack,shortest-path"
2298,Tasks Count in the Weekend,tasks-count-in-the-weekend,Medium,database
2299,Strong Password Checker II,strong-password-checker-ii,Easy,string
2300,Successful Pairs of Spells and Potions,successful-pairs-of-spells-and-potions,Medium,"array,two-pointers,binary-search,sorting"
2301,Match Substring After Replacement,match-substring-after-replacement,Hard,"array,hash-table,string,string-matching"
2302,Count Subarrays With Score Less Than K,count-subarrays-with-score-less-than-k,Hard,"array,binary-search,sliding-window,prefix-sum"
2303,Calculate Amount Paid in Taxes,calculate-amount-paid-in-taxes,Easy,"array,simulation"
2304,Minimum Path Cost in a Grid,minimum-path-cost-in-a-grid,Medium,"array,dynamic-programming,matrix"
2305,Fair Distribution of Cookies,fair-distribution-of-cookies,Medium,"array,dynamic-programming,backtracking,bit-manipulation,bitmask"
2306,Naming a Company,naming-a-company,Hard,"array,hash-table,string,bit-manipulation,enumeration"
2307,Check for Contradictions in Equations,check-for-contradictions-in-equations,Hard,"array,depth-first-search,union-find,graph"
2308,Arrange Table by Gender,arrange-table-by-gender,Medium,database
2309,Greatest English Letter in Upper and Lower Case,greatest-english-letter-in-upper-and-lower-case,Easy,"hash-table,string,enumeration"
2310,Sum of Numbers With Units Digit K,sum-of-numbers-with-units-digit-k,Medium,"math,dynamic-programming,greedy,enumeration"
2311,Longest Binary Subsequence Less Than or Equal to K,longest-binary-subsequence-less-than-or-equal-to-k,Medium,"string,dynamic-programming,greedy,memoization"
2312,Selling Pieces of Wood,selling-pieces-of-wood,Hard,"array,dynamic-programming,memoization"
2313,Minimum Flips in Binary Tree to Get Result,minimum-flips-in-binary-tree-to-get-result,Hard,"dynamic-programming,tree,depth-first-search,binary-tree"
2314,The First Day of the Maximum Recorded Degree in Each City,the-first-day-of-the-maximum-recorded-degree-in-each-city,Medium,database
2315,Count Asterisks,count-asterisks,Easy,string
2316,Count Unreachable Pairs of Nodes in an Undirected Graph,count-unreachable-pairs-of-nodes-in-an-undirected-graph,Medium,"depth-first-search,breadth-first-search,union-find,graph"
2317,Maximum XOR After Operations,maximum-xor-after-operations,Medium,"array,math,bit-manipulation"
2318,Number of Distinct Roll Sequences,number-of-distinct-roll-sequences,Hard,"dynamic-programming,memoization"
2319,Check if Matrix Is X-Matrix,check-if-matrix-is-x-matrix,Easy,"array,matrix"
2320,Count Number of Ways to Place Houses,count-number-of-ways-to-place-houses,Medium,dynamic-programming
2321,Maximum Score Of Spliced Array,maximum-score-of-spliced-array,Hard,"array,dynamic-programming"
2322,Minimum Score After Removals on a Tree,minimum-score-after-removals-on-a-tree,Hard,"array,bit-manipulation,tree,depth-first-search"
2323,Find Minimum Time to Finish All Jobs II,find-minimum-time-to-finish-all-jobs-ii,Medium,"array,greedy,sorting"
2324,Product Sales Analysis IV,product-sales-analysis-iv,Medium,database
2325,Decode the Message,decode-the-message,Easy,"hash-table,string"
2326,Spiral Matrix IV,spiral-matrix-iv,Medium,"array,linked-list,matrix,simulation"
2327,Number of People Aware of a Secret,number-of-people-aware-of-a-secret,Medium,"dynamic-programming,queue,simulation"
2328,Number of Increasing Paths in a Grid,number-of-increasing-paths-in-a-grid,Hard,"array,dynamic-programming,depth-first-search,breadth-first-search,graph,topological-sort,memoization,matrix"
2329,Product Sales Analysis V,product-sales-analysis-v,Easy,database
2330,Valid Palindrome IV,valid-palindrome-iv,Medium,"two-pointers,string"
2331,Evaluate Boolean Binary Tree,evaluate-boolean-binary-tree,Easy,"tree,depth-first-search,binary-tree"
2332,The Latest Time to Catch a Bus,the-latest-time-to-catch-a-bus,Medium,"array,two-pointers,binary-search,sorting"
2333,Minimum Sum of Squared Difference,minimum-sum-of-squared-difference,Medium,"array,math,sorting,heap-priority-queue"
2334,Subarray With Elements Greater Than Varying Threshold,subarray-with-elements-greater-than-varying-threshold,Hard,"array,stack,union-find,monotonic-stack"
2335,Minimum Amount of Time to Fill Cups,minimum-amount-of-time-to-fill-cups,Easy,"array,greedy,sorting,heap-priority-queue"
2336,Smallest Number in Infinite Set,smallest-number-in-infinite-set,Medium,"hash-table,design,heap-priority-queue"
2337,Move Pieces to Obtain a String,move-pieces-to-obtain-a-string,Medium,"two-pointers,string"
2338,Count the Number of Ideal Arrays,count-the-number-of-ideal-arrays,Hard,"math,dynamic-programming,combinatorics,number-theory"
2339,All the Matches of the League,all-the-matches-of-the-league,Easy,database
2340,Minimum Adjacent Swaps to Make a Valid Array,minimum-adjacent-swaps-to-make-a-valid-array,Medium,"array,greedy"
2341,Maximum Number of Pairs in Array,maximum-number-of-pairs-in-array,Easy,"array,hash-table,counting"
2342,Max Sum of a Pair With Equal Sum of Digits,max-sum-of-a-pair-with-equal-sum-of-digits,Medium,"array,hash-table,sorting,heap-priority-queue"
2343,Query Kth Smallest Trimmed Number,query-kth-smallest-trimmed-number,Medium,"array,string,divide-and-conquer,sorting,heap-priority-queue,radix-sort,quickselect"
2344,Minimum Deletions to Make Array Divisible,minimum-deletions-to-make-array-divisible,Hard,"array,math,sorting,heap-priority-queue,number-theory"
2345,Finding the Number of Visible Mountains,finding-the-number-of-visible-mountains,Medium,"array,stack,sorting,monotonic-stack"
2346,Compute the Rank as a Percentage,compute-the-rank-as-a-percentage,Medium,database
2347,Best Poker Hand,best-poker-hand,Easy,"array,hash-table,counting"
2348,Number of Zero-Filled Subarrays,number-of-zero-filled-subarrays,Medium,"array,math"
2349,Design a Number Container System,design-a-number-container-system,Medium,"hash-table,design,heap-priority-queue,ordered-set"
2350,Shortest Impossible Sequence of Rolls,shortest-impossible-sequence-of-rolls,Hard,"array,hash-table,greedy"
2351,First Letter to Appear Twice,first-letter-to-appear-twice,Easy,"hash-table,string,counting"
2352,Equal Row and Column Pairs,equal-row-and-column-pairs,Medium,"array,hash-table,matrix,simulation"
2353,Design a Food Rating System,design-a-food-rating-system,Medium,"hash-table,design,heap-priority-queue,ordered-set"
2354,Number of Excellent Pairs,number-of-excellent-pairs,Hard,"array,hash-table,binary-search,bit-manipulation"
2355,Maximum Number of Books You Can Take,maximum-number-of-books-you-can-take,Hard,"array,dynamic-programming,stack,monotonic-stack"
2356,Number of Unique Subjects Taught by Each Teacher,number-of-unique-subjects-taught-by-each-teacher,Easy,database
2357,Make Array Zero by Subtracting Equal Amounts,make-array-zero-by-subtracting-equal-amounts,Easy,"array,hash-table,greedy,sorting,heap-priority-queue,simulation"
2358,Maximum Number of Groups Entering a Competition,maximum-number-of-groups-entering-a-competition,Medium,"array,math,binary-search,greedy"
2359,Find Closest Node to Given Two Nodes,find-closest-node-to-given-two-nodes,Medium,"depth-first-search,graph"
2360,Longest Cycle in a Graph,longest-cycle-in-a-graph,Hard,"depth-first-search,graph,topological-sort"
2361,Minimum Costs Using the Train Line,minimum-costs-using-the-train-line,Hard,"array,dynamic-programming"
2362,Generate the Invoice,generate-the-invoice,Hard,database
2363,Merge Similar Items,merge-similar-items,Easy,"array,hash-table,sorting,ordered-set"
2364,Count Number of Bad Pairs,count-number-of-bad-pairs,Medium,"array,hash-table"
2365,Task Scheduler II,task-scheduler-ii,Medium,"array,hash-table,simulation"
2366,Minimum Replacements to Sort the Array,minimum-replacements-to-sort-the-array,Hard,"array,math,greedy"
2367,Number of Arithmetic Triplets,number-of-arithmetic-triplets,Easy,"array,hash-table,two-pointers,enumeration"
2368,Reachable Nodes With Restrictions,reachable-nodes-with-restrictions,Medium,"array,hash-table,tree,depth-first-search,breadth-first-search,graph"
2369,Check if There is a Valid Partition For The Array,check-if-there-is-a-valid-partition-for-the-array,Medium,"array,dynamic-programming"
2370,Longest Ideal Subsequence,longest-ideal-subsequence,Medium,"hash-table,string,dynamic-programming"
2371,Minimize Maximum Value in a Grid,minimize-maximum-value-in-a-grid,Hard,"array,union-find,graph,topological-sort,sorting,matrix"
2372,Calculate the Influence of Each Salesperson,calculate-the-influence-of-each-salesperson,Medium,database
2373,Largest Local Values in a Matrix,largest-local-values-in-a-matrix,Easy,"array,matrix"
2374,Node With Highest Edge Score,node-with-highest-edge-score,Medium,"hash-table,graph"
2375,Construct Smallest Number From DI String,construct-smallest-number-from-di-string,Medium,"string,backtracking,stack,greedy"
2376,Count Special Integers,count-special-integers,Hard,"math,dynamic-programming"
2377,Sort the Olympic Table,sort-the-olympic-table,Easy,database
2378,Choose Edges to Maximize Score in a Tree,choose-edges-to-maximize-score-in-a-tree,Medium,"dynamic-programming,tree,depth-first-search"
2379,Minimum Recolors to Get K Consecutive Black Blocks,minimum-recolors-to-get-k-consecutive-black-blocks,Easy,"string,sliding-window"
2380,Time Needed to Rearrange a Binary String,time-needed-to-rearrange-a-binary-string,Medium,"string,dynamic-programming,simulation"
2381,Shifting Letters II,shifting-letters-ii,Medium,"array,string,prefix-sum"
2382,Maximum Segment Sum After Removals,maximum-segment-sum-after-removals,Hard,"array,union-find,prefix-sum,ordered-set"
2383,Minimum Hours of Training to Win a Competition,minimum-hours-of-training-to-win-a-competition,Easy,"array,greedy"
2384,Largest Palindromic Number,largest-palindromic-number,Medium,"hash-table,string,greedy"
2385,Amount of Time for Binary Tree to Be Infected,amount-of-time-for-binary-tree-to-be-infected,Medium,"tree,depth-first-search,breadth-first-search,binary-tree"
2386,Find the K-Sum of an Array,find-the-k-sum-of-an-array,Hard,"array,sorting,heap-priority-queue"
2387,Median of a Row Wise Sorted Matrix,median-of-a-row-wise-sorted-matrix,Medium,"array,binary-search,matrix"
2388,Change Null Values in a Table to the Previous Value,change-null-values-in-a-table-to-the-previous-value,Medium,database
2389,Longest Subsequence With Limited Sum,longest-subsequence-with-limited-sum,Easy,"array,binary-search,greedy,sorting,prefix-sum"
2390,Removing Stars From a String,removing-stars-from-a-string,Medium,"string,stack,simulation"
2391,Minimum Amount of Time to Collect Garbage,minimum-amount-of-time-to-collect-garbage,Medium,"array,string,prefix-sum"
2392,Build a Matrix With Conditions,build-a-matrix-with-conditions,Hard,"array,graph,topological-sort,matrix"
2393,Count Strictly Increasing Subarrays,count-strictly-increasing-subarrays,Medium,"array,math,dynamic-programming"
2394,Employees With Deductions,employees-with-deductions,Medium,database
2395,Find Subarrays With Equal Sum,find-subarrays-with-equal-sum,Easy,"array,hash-table"
2396,Strictly Palindromic Number,strictly-palindromic-number,Medium,"math,two-pointers,brainteaser"
2397,Maximum Rows Covered by Columns,maximum-rows-covered-by-columns,Medium,"array,backtracking,bit-manipulation,matrix,enumeration"
2398,Maximum Number of Robots Within Budget,maximum-number-of-robots-within-budget,Hard,"array,binary-search,queue,sliding-window,heap-priority-queue,prefix-sum"
2399,Check Distances Between Same Letters,check-distances-between-same-letters,Easy,"array,hash-table,string"
2400,Number of Ways to Reach a Position After Exactly k Steps,number-of-ways-to-reach-a-position-after-exactly-k-steps,Medium,"math,dynamic-programming,combinatorics"
2401,Longest Nice Subarray,longest-nice-subarray,Medium,"array,bit-manipulation,sliding-window"
2402,Meeting Rooms III,meeting-rooms-iii,Hard,"array,sorting,heap-priority-queue"
2403,Minimum Time to Kill All Monsters,minimum-time-to-kill-all-monsters,Hard,"array,dynamic-programming,bit-manipulation,bitmask"
2404,Most Frequent Even Element,most-frequent-even-element,Easy,"array,hash-table,counting"
2405,Optimal Partition of String,optimal-partition-of-string,Medium,"hash-table,string,greedy"
2406,Divide Intervals Into Minimum Number of Groups,divide-intervals-into-minimum-number-of-groups,Medium,"array,two-pointers,greedy,sorting,heap-priority-queue,prefix-sum"
2407,Longest Increasing Subsequence II,longest-increasing-subsequence-ii,Hard,"array,divide-and-conquer,dynamic-programming,binary-indexed-tree,segment-tree,queue,monotonic-queue"
2408,Design SQL,design-sql,Medium,"array,hash-table,string,design"
2409,Count Days Spent Together,count-days-spent-together,Easy,"math,string"
2410,Maximum Matching of Players With Trainers,maximum-matching-of-players-with-trainers,Medium,"array,two-pointers,greedy,sorting"
2411,Smallest Subarrays With Maximum Bitwise OR,smallest-subarrays-with-maximum-bitwise-or,Medium,"array,binary-search,bit-manipulation,sliding-window"
2412,Minimum Money Required Before Transactions,minimum-money-required-before-transactions,Hard,"array,greedy,sorting"
2413,Smallest Even Multiple,smallest-even-multiple,Easy,"math,number-theory"
2414,Length of the Longest Alphabetical Continuous Substring,length-of-the-longest-alphabetical-continuous-substring,Medium,string
2415,Reverse Odd Levels of Binary Tree,reverse-odd-levels-of-binary-tree,Medium,"tree,depth-first-search,breadth-first-search,binary-tree"
2416,Sum of Prefix Scores of Strings,sum-of-prefix-scores-of-strings,Hard,"array,string,trie,counting"
2417,Closest Fair Integer,closest-fair-integer,Medium,"math,enumeration"
2418,Sort the People,sort-the-people,Easy,"array,hash-table,string,sorting"
2419,Longest Subarray With Maximum Bitwise AND,longest-subarray-with-maximum-bitwise-and,Medium,"array,bit-manipulation,brainteaser"
2420,Find All Good Indices,find-all-good-indices,Medium,"array,dynamic-programming,prefix-sum"
2421,Number of Good Paths,number-of-good-paths,Hard,"array,tree,union-find,graph"
2422,Merge Operations to Turn Array Into a Palindrome,merge-operations-to-turn-array-into-a-palindrome,Medium,"array,two-pointers,greedy"
2423,Remove Letter To Equalize Frequency,remove-letter-to-equalize-frequency,Easy,"hash-table,string,counting"
2424,Longest Uploaded Prefix,longest-uploaded-prefix,Medium,"binary-search,union-find,design,binary-indexed-tree,segment-tree,heap-priority-queue,ordered-set"
2425,Bitwise XOR of All Pairings,bitwise-xor-of-all-pairings,Medium,"array,bit-manipulation,brainteaser"
2426,Number of Pairs Satisfying Inequality,number-of-pairs-satisfying-inequality,Hard,"array,binary-search,divide-and-conquer,binary-indexed-tree,segment-tree,merge-sort,ordered-set"
2427,Number of Common Factors,number-of-common-factors,Easy,"math,enumeration,number-theory"
2428,Maximum Sum of an Hourglass,maximum-sum-of-an-hourglass,Medium,"array,matrix,prefix-sum"
2429,Minimize XOR,minimize-xor,Medium,"greedy,bit-manipulation"
2430,Maximum Deletions on a String,maximum-deletions-on-a-string,Hard,"string,dynamic-programming,rolling-hash,string-matching,hash-function"
2431,Maximize Total Tastiness of Purchased Fruits,maximize-total-tastiness-of-purchased-fruits,Medium,"array,dynamic-programming"
2432,The Employee That Worked on the Longest Task,the-employee-that-worked-on-the-longest-task,Easy,array
2433,Find The Original Array of Prefix Xor,find-the-original-array-of-prefix-xor,Medium,"array,bit-manipulation"
2434,Using a Robot to Print the Lexicographically Smallest String,using-a-robot-to-print-the-lexicographically-smallest-string,Medium,"hash-table,string,stack,greedy"
2435,Paths in Matrix Whose Sum Is Divisible by K,paths-in-matrix-whose-sum-is-divisible-by-k,Hard,"array,dynamic-programming,matrix"
2436,Minimum Split Into Subarrays With GCD Greater Than One,minimum-split-into-subarrays-with-gcd-greater-than-one,Medium,"array,math,dynamic-programming,greedy,number-theory"
2437,Number of Valid Clock Times,number-of-valid-clock-times,Easy,"string,enumeration"
2438,Range Product Queries of Powers,range-product-queries-of-powers,Medium,"array,bit-manipulation,prefix-sum"
2439,Minimize Maximum of Array,minimize-maximum-of-array,Medium,"array,binary-search,dynamic-programming,greedy,prefix-sum"
2440,Create Components With Same Value,create-components-with-same-value,Hard,"array,math,tree,depth-first-search,enumeration"
2441,Largest Positive Integer That Exists With Its Negative,largest-positive-integer-that-exists-with-its-negative,Easy,"array,hash-table,two-pointers,sorting"
2442,Count Number of Distinct Integers After Reverse Operations,count-number-of-distinct-integers-after-reverse-operations,Medium,"array,hash-table,math"
2443,Sum of Number and Its Reverse,sum-of-number-and-its-reverse,Medium,"math,enumeration"
2444,Count Subarrays With Fixed Bounds,count-subarrays-with-fixed-bounds,Hard,"array,queue,sliding-window,monotonic-queue"
2445,Number of Nodes With Value One,number-of-nodes-with-value-one,Medium,"tree,depth-first-search,breadth-first-search,binary-tree"
2446,Determine if Two Events Have Conflict,determine-if-two-events-have-conflict,Easy,"array,string"
2447,Number of Subarrays With GCD Equal to K,number-of-subarrays-with-gcd-equal-to-k,Medium,"array,math,number-theory"
2448,Minimum Cost to Make Array Equal,minimum-cost-to-make-array-equal,Hard,"array,binary-search,greedy,sorting,prefix-sum"
2449,Minimum Number of Operations to Make Arrays Similar,minimum-number-of-operations-to-make-arrays-similar,Hard,"array,greedy,sorting"
2450,Number of Distinct Binary Strings After Applying Operations,number-of-distinct-binary-strings-after-applying-operations,Medium,"math,string"
2451,Odd String Difference,odd-string-difference,Easy,"array,hash-table,string"
2452,Words Within Two Edits of Dictionary,words-within-two-edits-of-dictionary,Medium,"array,string"
2453,Destroy Sequential Targets,destroy-sequential-targets,Medium,"array,hash-table,counting"
2454,Next Greater Element IV,next-greater-element-iv,Hard,"array,binary-search,stack,sorting,heap-priority-queue,monotonic-stack"
2455,Average Value of Even Numbers That Are Divisible by Three,average-value-of-even-numbers-that-are-divisible-by-three,Easy,"array,math"
2456,Most Popular Video Creator,most-popular-video-creator,Medium,"array,hash-table,string,sorting,heap-priority-queue"
2457,Minimum Addition to Make Integer Beautiful,minimum-addition-to-make-integer-beautiful,Medium,"math,greedy"
2458,Height of Binary Tree After Subtree Removal Queries,height-of-binary-tree-after-subtree-removal-queries,Hard,"array,tree,depth-first-search,breadth-first-search,binary-tree"
2459,Sort Array by Moving Items to Empty Space,sort-array-by-moving-items-to-empty-space,Hard,"array,greedy,sorting"
2460,Apply Operations to an Array,apply-operations-to-an-array,Easy,"array,simulation"
2461,Maximum Sum of Distinct Subarrays With Length K,maximum-sum-of-distinct-subarrays-with-length-k,Medium,"array,hash-table,sliding-window"
2462,Total Cost to Hire K Workers,total-cost-to-hire-k-workers,Medium,"array,two-pointers,heap-priority-queue,simulation"
2463,Minimum Total Distance Traveled,minimum-total-distance-traveled,Hard,"array,dynamic-programming,sorting"
2464,Minimum Subarrays in a Valid Split,minimum-subarrays-in-a-valid-split,Medium,"array,math,dynamic-programming,number-theory"
2465,Number of Distinct Averages,number-of-distinct-averages,Easy,"array,hash-table,two-pointers,sorting"
2466,Count Ways To Build Good Strings,count-ways-to-build-good-strings,Medium,dynamic-programming
2467,Most Profitable Path in a Tree,most-profitable-path-in-a-tree,Medium,"array,tree,depth-first-search,breadth-first-search,graph"
2468,Split Message Based on Limit,split-message-based-on-limit,Hard,"string,binary-search"
2469,Convert the Temperature,convert-the-temperature,Easy,math
2470,Number of Subarrays With LCM Equal to K,number-of-subarrays-with-lcm-equal-to-k,Medium,"array,math,number-theory"
2471,Minimum Number of Operations to Sort a Binary Tree by Level,minimum-number-of-operations-to-sort-a-binary-tree-by-level,Medium,"tree,breadth-first-search,binary-tree"
2472,Maximum Number of Non-overlapping Palindrome Substrings,maximum-number-of-non-overlapping-palindrome-substrings,Hard,"string,dynamic-programming"
2473,Minimum Cost to Buy Apples,minimum-cost-to-buy-apples,Medium,"array,graph,heap-priority-queue,shortest-path"
2474,Customers With Strictly Increasing Purchases,customers-with-strictly-increasing-purchases,Hard,database
2475,Number of Unequal Triplets in Array,number-of-unequal-triplets-in-array,Easy,"array,hash-table"
2476,Closest Nodes Queries in a Binary Search Tree,closest-nodes-queries-in-a-binary-search-tree,Medium,"array,binary-search,tree,depth-first-search,binary-tree"
2477,Minimum Fuel Cost to Report to the Capital,minimum-fuel-cost-to-report-to-the-capital,Medium,"tree,depth-first-search,breadth-first-search,graph"
2478,Number of Beautiful Partitions,number-of-beautiful-partitions,Hard,"string,dynamic-programming"
2479,Maximum XOR of Two Non-Overlapping Subtrees,maximum-xor-of-two-non-overlapping-subtrees,Hard,"tree,depth-first-search,graph,trie"
2480,Form a Chemical Bond,form-a-chemical-bond,Easy,database
2481,Minimum Cuts to Divide a Circle,minimum-cuts-to-divide-a-circle,Easy,"math,geometry"
2482,Difference Between Ones and Zeros in Row and Column,difference-between-ones-and-zeros-in-row-and-column,Medium,"array,matrix,simulation"
2483,Minimum Penalty for a Shop,minimum-penalty-for-a-shop,Medium,"string,prefix-sum"
2484,Count Palindromic Subsequences,count-palindromic-subsequences,Hard,"string,dynamic-programming"
2485,Find the Pivot Integer,find-the-pivot-integer,Easy,"math,prefix-sum"
2486,Append Characters to String to Make Subsequence,append-characters-to-string-to-make-subsequence,Medium,"two-pointers,string,greedy"
2487,Remove Nodes From Linked List,remove-nodes-from-linked-list,Medium,"linked-list,stack,recursion,monotonic-stack"
2488,Count Subarrays With Median K,count-subarrays-with-median-k,Hard,"array,hash-table,prefix-sum"
2489,Number of Substrings With Fixed Ratio,number-of-substrings-with-fixed-ratio,Medium,"hash-table,math,string,prefix-sum"
2490,Circular Sentence,circular-sentence,Easy,string
2491,Divide Players Into Teams of Equal Skill,divide-players-into-teams-of-equal-skill,Medium,"array,hash-table,two-pointers,sorting"
2492,Minimum Score of a Path Between Two Cities,minimum-score-of-a-path-between-two-cities,Medium,"depth-first-search,breadth-first-search,union-find,graph"
2493,Divide Nodes Into the Maximum Number of Groups,divide-nodes-into-the-maximum-number-of-groups,Hard,"breadth-first-search,union-find,graph"
2494,Merge Overlapping Events in the Same Hall,merge-overlapping-events-in-the-same-hall,Hard,database
2495,Number of Subarrays Having Even Product,number-of-subarrays-having-even-product,Medium,"array,math,dynamic-programming"
2496,Maximum Value of a String in an Array,maximum-value-of-a-string-in-an-array,Easy,"array,string"
2497,Maximum Star Sum of a Graph,maximum-star-sum-of-a-graph,Medium,"array,greedy,graph,sorting,heap-priority-queue"
2498,Frog Jump II,frog-jump-ii,Medium,"array,binary-search,greedy"
2499,Minimum Total Cost to Make Arrays Unequal,minimum-total-cost-to-make-arrays-unequal,Hard,"array,hash-table,greedy,counting"
2500,Delete Greatest Value in Each Row,delete-greatest-value-in-each-row,Easy,"array,sorting,heap-priority-queue,matrix,simulation"
2501,Longest Square Streak in an Array,longest-square-streak-in-an-array,Medium,"array,hash-table,binary-search,dynamic-programming,sorting"
2502,Design Memory Allocator,design-memory-allocator,Medium,"array,hash-table,design,simulation"
2503,Maximum Number of Points From Grid Queries,maximum-number-of-points-from-grid-queries,Hard,"array,two-pointers,breadth-first-search,union-find,sorting,heap-priority-queue,matrix"
2504,Concatenate the Name and the Profession,concatenate-the-name-and-the-profession,Easy,database
2505,Bitwise OR of All Subsequence Sums,bitwise-or-of-all-subsequence-sums,Medium,"array,math,bit-manipulation,brainteaser"
2506,Count Pairs Of Similar Strings,count-pairs-of-similar-strings,Easy,"array,hash-table,string"
2507,Smallest Value After Replacing With Sum of Prime Factors,smallest-value-after-replacing-with-sum-of-prime-factors,Medium,"math,number-theory"
2508,Add Edges to Make Degrees of All Nodes Even,add-edges-to-make-degrees-of-all-nodes-even,Hard,"hash-table,graph"
2509,Cycle Length Queries in a Tree,cycle-length-queries-in-a-tree,Hard,"tree,binary-tree"
2510,Check if There is a Path With Equal Number of 0's And 1's,check-if-there-is-a-path-with-equal-number-of-0s-and-1s,Medium,"array,dynamic-programming,matrix"
2511,Maximum Enemy Forts That Can Be Captured,maximum-enemy-forts-that-can-be-captured,Easy,"array,two-pointers"
2512,Reward Top K Students,reward-top-k-students,Medium,"array,hash-table,string,sorting,heap-priority-queue"
2513,Minimize the Maximum of Two Arrays,minimize-the-maximum-of-two-arrays,Medium,"math,binary-search,number-theory"
2514,Count Anagrams,count-anagrams,Hard,"hash-table,math,string,combinatorics,counting"
2515,Shortest Distance to Target String in a Circular Array,shortest-distance-to-target-string-in-a-circular-array,Easy,"array,string"
2516,Take K of Each Character From Left and Right,take-k-of-each-character-from-left-and-right,Medium,"hash-table,string,sliding-window"
2517,Maximum Tastiness of Candy Basket,maximum-tastiness-of-candy-basket,Medium,"array,binary-search,sorting"
2518,Number of Great Partitions,number-of-great-partitions,Hard,"array,dynamic-programming"
2519,Count the Number of K-Big Indices,count-the-number-of-k-big-indices,Hard,"array,binary-search,divide-and-conquer,binary-indexed-tree,segment-tree,merge-sort,ordered-set"
2520,Count the Digits That Divide a Number,count-the-digits-that-divide-a-number,Easy,math
2521,Distinct Prime Factors of Product of Array,distinct-prime-factors-of-product-of-array,Medium,"array,hash-table,math,number-theory"
2522,Partition String Into Substrings With Values at Most K,partition-string-into-substrings-with-values-at-most-k,Medium,"string,dynamic-programming,greedy"
2523,Closest Prime Numbers in Range,closest-prime-numbers-in-range,Medium,"math,number-theory"
2524,Maximum Frequency Score of a Subarray,maximum-frequency-score-of-a-subarray,Hard,"array,hash-table,math,sliding-window"
2525,Categorize Box According to Criteria,categorize-box-according-to-criteria,Easy,math
2526,Find Consecutive Integers from a Data Stream,find-consecutive-integers-from-a-data-stream,Medium,"hash-table,design,queue,counting,data-stream"
2527,Find Xor-Beauty of Array,find-xor-beauty-of-array,Medium,"array,math,bit-manipulation"
2528,Maximize the Minimum Powered City,maximize-the-minimum-powered-city,Hard,"array,binary-search,greedy,queue,sliding-window,prefix-sum"
2529,Maximum Count of Positive Integer and Negative Integer,maximum-count-of-positive-integer-and-negative-integer,Easy,"array,binary-search,counting"
2530,Maximal Score After Applying K Operations,maximal-score-after-applying-k-operations,Medium,"array,greedy,heap-priority-queue"
2531,Make Number of Distinct Characters Equal,make-number-of-distinct-characters-equal,Medium,"hash-table,string,counting"
2532,Time to Cross a Bridge,time-to-cross-a-bridge,Hard,"array,heap-priority-queue,simulation"
2533,Number of Good Binary Strings,number-of-good-binary-strings,Medium,dynamic-programming
2534,Time Taken to Cross the Door,time-taken-to-cross-the-door,Hard,"array,queue,simulation"
2535,Difference Between Element Sum and Digit Sum of an Array,difference-between-element-sum-and-digit-sum-of-an-array,Easy,"array,math"
2536,Increment Submatrices by One,increment-submatrices-by-one,Medium,"array,matrix,prefix-sum"
2537,Count the Number of Good Subarrays,count-the-number-of-good-subarrays,Medium,"array,hash-table,sliding-window"
2538,Difference Between Maximum and Minimum Price Sum,difference-between-maximum-and-minimum-price-sum,Hard,"array,dynamic-programming,tree,depth-first-search"
2539,Count the Number of Good Subsequences,count-the-number-of-good-subsequences,Medium,"hash-table,math,string,combinatorics,counting"
2540,Minimum Common Value,minimum-common-value,Easy,"array,hash-table,two-pointers,binary-search"
2541,Minimum Operations to Make Array Equal II,minimum-operations-to-make-array-equal-ii,Medium,"array,math,greedy"
2542,Maximum Subsequence Score,maximum-subsequence-score,Medium,"array,greedy,sorting,heap-priority-queue"
2543,Check if Point Is Reachable,check-if-point-is-reachable,Hard,"math,number-theory"
2544,Alternating Digit Sum,alternating-digit-sum,Easy,math
2545,Sort the Students by Their Kth Score,sort-the-students-by-their-kth-score,Medium,"array,sorting,matrix"
2546,Apply Bitwise Operations to Make Strings Equal,apply-bitwise-operations-to-make-strings-equal,Medium,"string,bit-manipulation"
2547,Minimum Cost to Split an Array,minimum-cost-to-split-an-array,Hard,"array,hash-table,dynamic-programming,counting"
