QID,title,titleSlug,difficulty,acceptanceRate,paidOnly,topicTags,categorySlug
2504,Concatenate the Name and the Profession,concatenate-the-name-and-the-profession,Easy,68.08454425363276,True,database,database
2505,Bitwise OR of All Subsequence Sums,bitwise-or-of-all-subsequence-sums,Medium,58.89992360580596,True,"array,math,bit-manipulation,brainteaser",algorithms
2506,Count Pairs Of Similar Strings,count-pairs-of-similar-strings,Easy,68.89973291563749,False,"array,hash-table,string",algorithms
2507,Smallest Value After Replacing With Sum of Prime Factors,smallest-value-after-replacing-with-sum-of-prime-factors,Medium,47.794228735458525,False,"math,number-theory",algorithms
2508,Add Edges to Make Degrees of All Nodes Even,add-edges-to-make-degrees-of-all-nodes-even,Hard,31.21329574817947,False,"hash-table,graph",algorithms
2509,Cycle Length Queries in a Tree,cycle-length-queries-in-a-tree,Hard,54.638857495119694,False,"tree,binary-tree",algorithms
2510,Check if There is a Path With Equal Number of 0's And 1's,check-if-there-is-a-path-with-equal-number-of-0s-and-1s,Medium,50.53865053865054,True,"array,dynamic-programming,matrix",algorithms
2511,Maximum Enemy Forts That Can Be Captured,maximum-enemy-forts-that-can-be-captured,Easy,37.578548846649234,False,"array,two-pointers",algorithms
2512,Reward Top K Students,reward-top-k-students,Medium,45.05318855757041,False,"array,hash-table,string,sorting,heap-priority-queue",algorithms
2513,Minimize the Maximum of Two Arrays,minimize-the-maximum-of-two-arrays,Medium,26.77953759330056,False,"math,binary-search,number-theory",algorithms
2514,Count Anagrams,count-anagrams,Hard,32.42338097277931,False,"hash-table,math,string,combinatorics,counting",algorithms
2515,Shortest Distance to Target String in a Circular Array,shortest-distance-to-target-string-in-a-circular-array,Easy,48.218753030156115,False,"array,string",algorithms
2516,Take K of Each Character From Left and Right,take-k-of-each-character-from-left-and-right,Medium,34.04531238080708,False,"hash-table,string,sliding-window",algorithms
2517,Maximum Tastiness of Candy Basket,maximum-tastiness-of-candy-basket,Medium,62.88946139602286,False,"array,binary-search,sorting",algorithms
2518,Number of Great Partitions,number-of-great-partitions,Hard,30.95683985889116,False,"array,dynamic-programming",algorithms
2519,Count the Number of K-Big Indices,count-the-number-of-k-big-indices,Hard,55.93329057087877,True,"array,binary-search,divide-and-conquer,binary-indexed-tree,segment-tree,merge-sort,ordered-set",algorithms
2520,Count the Digits That Divide a Number,count-the-digits-that-divide-a-number,Easy,83.43896467296258,False,math,algorithms
2521,Distinct Prime Factors of Product of Array,distinct-prime-factors-of-product-of-array,Medium,50.1109977800444,False,"array,hash-table,math,number-theory",algorithms
2522,Partition String Into Substrings With Values at Most K,partition-string-into-substrings-with-values-at-most-k,Medium,45.82985206664373,False,"string,dynamic-programming,greedy",algorithms
2523,Closest Prime Numbers in Range,closest-prime-numbers-in-range,Medium,36.65642122143525,False,"math,number-theory",algorithms
2524,Maximum Frequency Score of a Subarray,maximum-frequency-score-of-a-subarray,Hard,40.32967032967033,True,"array,hash-table,math,sliding-window",algorithms
2525,Categorize Box According to Criteria,categorize-box-according-to-criteria,Easy,34.3487064682874,False,math,algorithms
2526,Find Consecutive Integers from a Data Stream,find-consecutive-integers-from-a-data-stream,Medium,46.8480393315527,False,"hash-table,design,queue,counting,data-stream",algorithms
2527,Find Xor-Beauty of Array,find-xor-beauty-of-array,Medium,67.93681810780004,False,"array,math,bit-manipulation",algorithms
2528,Maximize the Minimum Powered City,maximize-the-minimum-powered-city,Hard,31.758229779812513,False,"array,binary-search,greedy,queue,sliding-window,prefix-sum",algorithms
2529,Maximum Count of Positive Integer and Negative Integer,maximum-count-of-positive-integer-and-negative-integer,Easy,71.61646755286331,False,"array,binary-search,counting",algorithms
2530,Maximal Score After Applying K Operations,maximal-score-after-applying-k-operations,Medium,44.47544443252137,False,"array,greedy,heap-priority-queue",algorithms
2531,Make Number of Distinct Characters Equal,make-number-of-distinct-characters-equal,Medium,25.878619470144304,False,"hash-table,string,counting",algorithms
2532,Time to Cross a Bridge,time-to-cross-a-bridge,Hard,46.32826591084772,False,"array,heap-priority-queue,simulation",algorithms
2533,Number of Good Binary Strings,number-of-good-binary-strings,Medium,53.480859311904375,True,dynamic-programming,algorithms
2534,Time Taken to Cross the Door,time-taken-to-cross-the-door,Hard,54.10805626598465,True,"array,queue,simulation",algorithms
2535,Difference Between Element Sum and Digit Sum of an Array,difference-between-element-sum-and-digit-sum-of-an-array,Easy,83.55285600576129,False,"array,math",algorithms
2536,Increment Submatrices by One,increment-submatrices-by-one,Medium,48.24639714322153,False,"array,matrix,prefix-sum",algorithms
2537,Count the Number of Good Subarrays,count-the-number-of-good-subarrays,Medium,48.6096807415036,False,"array,hash-table,sliding-window",algorithms
2538,Difference Between Maximum and Minimum Price Sum,difference-between-maximum-and-minimum-price-sum,Hard,32.42694805194805,False,"array,dynamic-programming,tree,depth-first-search",algorithms
2539,Count the Number of Good Subsequences,count-the-number-of-good-subsequences,Medium,60.301331464611074,True,"hash-table,math,string,combinatorics,counting",algorithms
2540,Minimum Common Value,minimum-common-value,Easy,50.49344186242672,False,"array,hash-table,two-pointers,binary-search",algorithms
2541,Minimum Operations to Make Array Equal II,minimum-operations-to-make-array-equal-ii,Medium,31.005167264510213,False,"array,math,greedy",algorithms
2542,Maximum Subsequence Score,maximum-subsequence-score,Medium,54.78767412410299,False,"array,greedy,sorting,heap-priority-queue",algorithms
2543,Check if Point Is Reachable,check-if-point-is-reachable,Hard,41.419697165782324,False,"math,number-theory",algorithms
2544,Alternating Digit Sum,alternating-digit-sum,Easy,68.16528336624549,False,math,algorithms
2545,Sort the Students by Their Kth Score,sort-the-students-by-their-kth-score,Medium,84.64990681930551,False,"array,sorting,matrix",algorithms
2546,Apply Bitwise Operations to Make Strings Equal,apply-bitwise-operations-to-make-strings-equal,Medium,40.45706208033926,False,"string,bit-manipulation",algorithms
2547,Minimum Cost to Split an Array,minimum-cost-to-split-an-array,Hard,38.8180676585867,False,"array,hash-table,dynamic-programming,counting",algorithms
2548,Maximum Price to Fill a Bag,maximum-price-to-fill-a-bag,Medium,65.86161879895562,True,"array,greedy,sorting",algorithms
2549,Count Distinct Numbers on Board,count-distinct-numbers-on-board,Easy,59.20632342591089,False,"array,hash-table,math,simulation",algorithms
2550,Count Collisions of Monkeys on a Polygon,count-collisions-of-monkeys-on-a-polygon,Medium,26.878293718034417,False,"math,recursion",algorithms
2551,Put Marbles in Bags,put-marbles-in-bags,Hard,67.1164325165882,False,"array,greedy,sorting,heap-priority-queue",algorithms
2552,Count Increasing Quadruplets,count-increasing-quadruplets,Hard,32.023839503063876,False,"array,dynamic-programming,binary-indexed-tree,enumeration,prefix-sum",algorithms
2553,Separate the Digits in an Array,separate-the-digits-in-an-array,Easy,78.17856926524925,False,"array,simulation",algorithms
2554,Maximum Number of Integers to Choose From a Range I,maximum-number-of-integers-to-choose-from-a-range-i,Medium,52.443707806120386,False,"array,hash-table,binary-search,greedy,sorting",algorithms
2555,Maximize Win From Two Segments,maximize-win-from-two-segments,Medium,31.87426122931442,False,"array,binary-search,sliding-window",algorithms
2556,Disconnect Path in a Binary Matrix by at Most One Flip,disconnect-path-in-a-binary-matrix-by-at-most-one-flip,Medium,27.41067665071533,False,"array,dynamic-programming,depth-first-search,breadth-first-search,matrix",algorithms
2557,Maximum Number of Integers to Choose From a Range II,maximum-number-of-integers-to-choose-from-a-range-ii,Medium,41.9319022945966,True,"array,binary-search,greedy,sorting",algorithms
2558,Take Gifts From the Richest Pile,take-gifts-from-the-richest-pile,Easy,65.74642857142857,False,"array,heap-priority-queue,simulation",algorithms
2559,Count Vowel Strings in Ranges,count-vowel-strings-in-ranges,Medium,50.99648551345791,False,"array,string,prefix-sum",algorithms
2560,House Robber IV,house-robber-iv,Medium,41.700893241807165,False,"array,binary-search",algorithms
2561,Rearranging Fruits,rearranging-fruits,Hard,33.239171374764595,False,"array,hash-table,greedy",algorithms
2562,Find the Array Concatenation Value,find-the-array-concatenation-value,Easy,69.03608163853512,False,"array,two-pointers,simulation",algorithms
2563,Count the Number of Fair Pairs,count-the-number-of-fair-pairs,Medium,32.54335437220418,False,"array,two-pointers,binary-search,sorting",algorithms
2564,Substring XOR Queries,substring-xor-queries,Medium,33.000352567869314,False,"array,hash-table,string,bit-manipulation",algorithms
2565,Subsequence With the Minimum Score,subsequence-with-the-minimum-score,Hard,30.531375166889184,False,"two-pointers,string,binary-search",algorithms
2566,Maximum Difference by Remapping a Digit,maximum-difference-by-remapping-a-digit,Easy,58.722392302645964,False,"math,greedy",algorithms
2567,Minimum Score by Changing Two Elements,minimum-score-by-changing-two-elements,Medium,47.24989849142643,False,"array,greedy,sorting",algorithms
2568,Minimum Impossible OR,minimum-impossible-or,Medium,56.60646787064258,False,"array,bit-manipulation,brainteaser",algorithms
2569,Handling Sum Queries After Update,handling-sum-queries-after-update,Hard,26.26311639473525,False,"array,segment-tree",algorithms
2570,Merge Two 2D Arrays by Summing Values,merge-two-2d-arrays-by-summing-values,Easy,73.0040879460833,False,"array,hash-table,two-pointers",algorithms
2571,Minimum Operations to Reduce an Integer to 0,minimum-operations-to-reduce-an-integer-to-0,Medium,50.93582887700535,False,"dynamic-programming,greedy,bit-manipulation",algorithms
2572,Count the Number of Square-Free Subsets,count-the-number-of-square-free-subsets,Medium,21.833012012457363,False,"array,math,dynamic-programming,bit-manipulation,bitmask",algorithms
2573,Find the String with LCP,find-the-string-with-lcp,Hard,31.30174248994717,False,"array,string,dynamic-programming,greedy,union-find,matrix",algorithms
2574,Left and Right Sum Differences,left-and-right-sum-differences,Easy,85.89664323558227,False,"array,prefix-sum",algorithms
2575,Find the Divisibility Array of a String,find-the-divisibility-array-of-a-string,Medium,31.74443399600016,False,"array,math,string",algorithms
2576,Find the Maximum Number of Marked Indices,find-the-maximum-number-of-marked-indices,Medium,37.63073034687119,False,"array,two-pointers,binary-search,greedy,sorting",algorithms
2577,Minimum Time to Visit a Cell In a Grid,minimum-time-to-visit-a-cell-in-a-grid,Hard,34.40463645943098,False,"array,breadth-first-search,graph,heap-priority-queue,matrix,shortest-path",algorithms
2578,Split With Minimum Sum,split-with-minimum-sum,Easy,69.10100907145042,False,"math,greedy,sorting",algorithms
2579,Count Total Number of Colored Cells,count-total-number-of-colored-cells,Medium,57.09444826619786,False,math,algorithms
2580,Count Ways to Group Overlapping Ranges,count-ways-to-group-overlapping-ranges,Medium,35.03137595020662,False,"array,sorting",algorithms
2581,Count Number of Possible Root Nodes,count-number-of-possible-root-nodes,Hard,45.12645637965331,False,"hash-table,dynamic-programming,tree,depth-first-search",algorithms
2582,Pass the Pillow,pass-the-pillow,Easy,45.411210915970265,False,"math,simulation",algorithms
2583,Kth Largest Sum in a Binary Tree,kth-largest-sum-in-a-binary-tree,Medium,46.71358873870271,False,"binary-search,tree,breadth-first-search",algorithms
2584,Split the Array to Make Coprime Products,split-the-array-to-make-coprime-products,Hard,22.130561870737253,False,"array,hash-table,math,number-theory",algorithms
2585,Number of Ways to Earn Points,number-of-ways-to-earn-points,Hard,56.96192018603878,False,"array,dynamic-programming",algorithms
2586,Count the Number of Vowel Strings in Range,count-the-number-of-vowel-strings-in-range,Easy,74.01846621409577,False,"array,string",algorithms
2587,Rearrange Array to Maximize Prefix Score,rearrange-array-to-maximize-prefix-score,Medium,40.06546075517045,False,"array,greedy,sorting,prefix-sum",algorithms
2588,Count the Number of Beautiful Subarrays,count-the-number-of-beautiful-subarrays,Medium,49.18964841197229,False,"array,hash-table,bit-manipulation,prefix-sum",algorithms
2589,Minimum Time to Complete All Tasks,minimum-time-to-complete-all-tasks,Hard,37.06094916887497,False,"array,binary-search,stack,greedy,sorting",algorithms
2590,Design a Todo List,design-a-todo-list,Medium,59.15649278579356,True,"array,hash-table,string,design,sorting",algorithms
2591,Distribute Money to Maximum Children,distribute-money-to-maximum-children,Easy,18.824885183113867,False,"math,greedy",algorithms
2592,Maximize Greatness of an Array,maximize-greatness-of-an-array,Medium,56.298906875335994,False,"array,two-pointers,greedy,sorting",algorithms
2593,Find Score of an Array After Marking All Elements,find-score-of-an-array-after-marking-all-elements,Medium,51.99205868497208,False,"array,sorting,heap-priority-queue,simulation",algorithms
2594,Minimum Time to Repair Cars,minimum-time-to-repair-cars,Medium,42.578125,False,"array,binary-search",algorithms
2595,Number of Even and Odd Bits,number-of-even-and-odd-bits,Easy,71.06689688403469,False,bit-manipulation,algorithms
2596,Check Knight Tour Configuration,check-knight-tour-configuration,Medium,56.6702724459762,False,"array,depth-first-search,breadth-first-search,matrix,simulation",algorithms
2597,The Number of Beautiful Subsets,the-number-of-beautiful-subsets,Medium,30.086046205117583,False,"array,dynamic-programming,backtracking",algorithms
2598,Smallest Missing Non-negative Integer After Operations,smallest-missing-non-negative-integer-after-operations,Medium,38.60205779064753,False,"array,hash-table,math,greedy",algorithms
2599,Make the Prefix Sum Non-negative,make-the-prefix-sum-non-negative,Medium,51.26928820308612,True,"array,greedy,heap-priority-queue",algorithms
2600,K Items With the Maximum Sum,k-items-with-the-maximum-sum,Easy,61.060508119331644,False,"math,greedy",algorithms
2601,Prime Subtraction Operation,prime-subtraction-operation,Medium,36.90961066558729,False,"array,math,binary-search,greedy,number-theory",algorithms
2602,Minimum Operations to Make All Array Elements Equal,minimum-operations-to-make-all-array-elements-equal,Medium,34.570927354432506,False,"array,binary-search,sorting,prefix-sum",algorithms
2603,Collect Coins in a Tree,collect-coins-in-a-tree,Hard,35.72594959176429,False,"array,tree,graph,topological-sort",algorithms
2604,Minimum Time to Eat All Grains,minimum-time-to-eat-all-grains,Hard,45.2912019826518,True,"array,binary-search,sorting",algorithms
2605,Form Smallest Number From Two Digit Arrays,form-smallest-number-from-two-digit-arrays,Easy,53.110952550838384,False,"array,hash-table,enumeration",algorithms
2606,Find the Substring With Maximum Cost,find-the-substring-with-maximum-cost,Medium,55.74268434898164,False,"array,hash-table,string,dynamic-programming",algorithms
2607,Make K-Subarray Sums Equal,make-k-subarray-sums-equal,Medium,34.20155691142436,False,"array,math,sorting,number-theory",algorithms
2608,Shortest Cycle in a Graph,shortest-cycle-in-a-graph,Hard,36.18693802832068,False,"breadth-first-search,graph",algorithms
2609,Find the Longest Balanced Substring of a Binary String,find-the-longest-balanced-substring-of-a-binary-string,Easy,45.51560095144816,False,string,algorithms
2610,Convert an Array Into a 2D Array With Conditions,convert-an-array-into-a-2d-array-with-conditions,Medium,83.38601687532667,False,"array,hash-table",algorithms
2611,Mice and Cheese,mice-and-cheese,Medium,43.47317775079815,False,"array,greedy,sorting,heap-priority-queue",algorithms
2612,Minimum Reverse Operations,minimum-reverse-operations,Hard,14.669272271549344,False,"array,breadth-first-search,ordered-set",algorithms
2613,Beautiful Pairs,beautiful-pairs,Hard,46.228448275862064,True,"array,math,divide-and-conquer,geometry,sorting,ordered-set",algorithms
2614,Prime In Diagonal,prime-in-diagonal,Easy,32.68586873209892,False,"array,math,matrix,number-theory",algorithms
2615,Sum of Distances,sum-of-distances,Medium,29.87487370793503,False,"array,hash-table,prefix-sum",algorithms
2616,Minimize the Maximum Difference of Pairs,minimize-the-maximum-difference-of-pairs,Medium,44.28235978638073,False,"array,binary-search,greedy",algorithms
2617,Minimum Number of Visited Cells in a Grid,minimum-number-of-visited-cells-in-a-grid,Hard,24.8556119963816,False,"array,binary-search,dynamic-programming,stack,union-find,binary-indexed-tree,segment-tree",algorithms
2618,Check if Object Instance of Class,check-if-object-instance-of-class,Medium,28.43321401991707,False,,
2619,Array Prototype Last,array-prototype-last,Easy,71.40160847938265,False,,
2620,Counter,counter,Easy,79.51557323359376,False,,
2621,Sleep,sleep,Easy,84.90306441525954,False,,
2622,Cache With Time Limit,cache-with-time-limit,Medium,75.7832670434722,False,,
2623,Memoize,memoize,Medium,61.73124116903399,False,,
2624,Snail Traversal,snail-traversal,Medium,65.281682807456,False,,
2625,Flatten Deeply Nested Array,flatten-deeply-nested-array,Medium,66.13095440770881,False,,
2626,Array Reduce Transformation,array-reduce-transformation,Easy,83.6085626911315,False,,
2627,Debounce,debounce,Medium,91.90798932018896,False,,
2628,JSON Deep Equal,json-deep-equal,Medium,38.13040282784447,True,,
2629,Function Composition,function-composition,Easy,85.56714702501989,False,,
2630,Memoize II,memoize-ii,Hard,31.688447464715107,False,,
2631,Group By,group-by,Medium,83.17826735714912,False,,
2632,Curry,curry,Hard,89.27884615384616,True,,
2633,Convert Object to JSON String,convert-object-to-json-string,Medium,77.59039805530233,True,,
2634,Filter Elements from Array,filter-elements-from-array,Easy,83.41171743908492,False,,
2635,Apply Transform Over Each Element in Array,apply-transform-over-each-element-in-array,Easy,85.57569080648425,False,,
2636,Promise Pool,promise-pool,Medium,80.76161462300077,True,,
2637,Promise Time Limit,promise-time-limit,Medium,81.7356016856563,False,,
2638,Count the Number of K-Free Subsets,count-the-number-of-k-free-subsets,Medium,50.242954324586975,True,"array,dynamic-programming,sorting",algorithms
2639,Find the Width of Columns of a Grid,find-the-width-of-columns-of-a-grid,Easy,65.9766910827081,False,"array,matrix",algorithms
2640,Find the Score of All Prefixes of an Array,find-the-score-of-all-prefixes-of-an-array,Medium,69.80396969046231,False,"array,prefix-sum",algorithms
2641,Cousins in Binary Tree II,cousins-in-binary-tree-ii,Medium,67.68017524644031,False,"hash-table,tree,depth-first-search,breadth-first-search,binary-tree",algorithms
2642,Design Graph With Shortest Path Calculator,design-graph-with-shortest-path-calculator,Hard,58.259843846542715,False,"graph,design,heap-priority-queue,shortest-path",algorithms
2643,Row With Maximum Ones,row-with-maximum-ones,Easy,75.55106816637729,False,"array,matrix",algorithms
2644,Find the Maximum Divisibility Score,find-the-maximum-divisibility-score,Easy,48.18483705746609,False,array,algorithms
2645,Minimum Additions to Make Valid String,minimum-additions-to-make-valid-string,Medium,49.465936250766724,False,"string,dynamic-programming,stack,greedy",algorithms
2646,Minimize the Total Price of the Trips,minimize-the-total-price-of-the-trips,Hard,43.07892736944957,False,"array,dynamic-programming,tree,depth-first-search,graph",algorithms
2647,Color the Triangle Red,color-the-triangle-red,Hard,68.84816753926701,True,"array,math",algorithms
2648,Generate Fibonacci Sequence,generate-fibonacci-sequence,Easy,83.59905521110127,False,,
2649,Nested Array Generator,nested-array-generator,Medium,80.99982049901274,False,,
2650,Design Cancellable Function,design-cancellable-function,Hard,49.71970677015955,False,,
2651,Calculate Delayed Arrival Time,calculate-delayed-arrival-time,Easy,78.99762695775985,False,math,algorithms
2652,Sum Multiples,sum-multiples,Easy,84.78351518521092,False,math,algorithms
2653,Sliding Subarray Beauty,sliding-subarray-beauty,Medium,31.932627526467755,False,"array,hash-table,sliding-window",algorithms
2654,Minimum Number of Operations to Make All Array Elements Equal to 1,minimum-number-of-operations-to-make-all-array-elements-equal-to-1,Medium,34.66728855721393,False,"array,math,number-theory",algorithms
2655,Find Maximal Uncovered Ranges,find-maximal-uncovered-ranges,Medium,54.3291473892928,True,"array,sorting",algorithms
2656,Maximum Sum With Exactly K Elements ,maximum-sum-with-exactly-k-elements,Easy,81.51656287613167,False,"array,greedy",algorithms
2657,Find the Prefix Common Array of Two Arrays,find-the-prefix-common-array-of-two-arrays,Medium,79.84923085482211,False,"array,hash-table",algorithms
2658,Maximum Number of Fish in a Grid,maximum-number-of-fish-in-a-grid,Medium,58.71150485144337,False,"array,depth-first-search,breadth-first-search,union-find,matrix",algorithms
2659,Make Array Empty,make-array-empty,Hard,24.3091170178472,False,"array,binary-search,greedy,binary-indexed-tree,segment-tree,sorting,ordered-set",algorithms
2660,Determine the Winner of a Bowling Game,determine-the-winner-of-a-bowling-game,Easy,33.90086102057693,False,"array,simulation",algorithms
2661,First Completely Painted Row or Column,first-completely-painted-row-or-column,Medium,49.563789387252385,False,"array,hash-table,matrix",algorithms
2662,Minimum Cost of a Path With Special Roads,minimum-cost-of-a-path-with-special-roads,Medium,35.909810723173216,False,"array,graph,heap-priority-queue,shortest-path",algorithms
2663,Lexicographically Smallest Beautiful String,lexicographically-smallest-beautiful-string,Hard,36.41342141863699,False,"string,greedy",algorithms
2664,The Knight’s Tour,the-knights-tour,Medium,69.34001670843776,True,"array,backtracking,matrix",algorithms
2665,Counter II,counter-ii,Easy,80.28855008697433,False,,
2666,Allow One Function Call,allow-one-function-call,Easy,86.39111708223022,False,,
2667,Create Hello World Function,create-hello-world-function,Easy,79.84699964210442,False,,
2668,Find Latest Salaries,find-latest-salaries,Easy,64.5933014354067,True,database,database
2669,Count Artist Occurrences On Spotify Ranking List,count-artist-occurrences-on-spotify-ranking-list,Easy,67.36045411542099,True,database,database
2670,Find the Distinct Difference Array,find-the-distinct-difference-array,Easy,76.50306585618347,False,"array,hash-table",algorithms
2671,Frequency Tracker,frequency-tracker,Medium,28.827921403104867,False,"hash-table,design",algorithms
2672,Number of Adjacent Elements With the Same Color,number-of-adjacent-elements-with-the-same-color,Medium,54.170978269521605,False,array,algorithms
2673,Make Costs of Paths Equal in a Binary Tree,make-costs-of-paths-equal-in-a-binary-tree,Medium,58.313209094637074,False,"array,dynamic-programming,greedy,tree,binary-tree",algorithms
2674,Split a Circular Linked List,split-a-circular-linked-list,Medium,74.69262295081968,True,,algorithms
2675,Array of Objects to Matrix,array-of-objects-to-matrix,Hard,69.63242453748782,True,,
2676,Throttle,throttle,Medium,85.57906458797328,True,,
2677,Chunk Array,chunk-array,Easy,82.78187834054467,False,,
2678,Number of Senior Citizens,number-of-senior-citizens,Easy,75.75237286827688,False,"array,string",algorithms
2679,Sum in a Matrix,sum-in-a-matrix,Medium,58.678806226419354,False,"array,sorting,heap-priority-queue,matrix,simulation",algorithms
2680,Maximum OR,maximum-or,Medium,39.73303436919735,False,"array,greedy,bit-manipulation,prefix-sum",algorithms
2681,Power of Heroes,power-of-heroes,Hard,29.581700898333928,False,"array,math,sorting,prefix-sum",algorithms
2682,Find the Losers of the Circular Game,find-the-losers-of-the-circular-game,Easy,48.18824206072059,False,"array,hash-table,simulation",algorithms
2683,Neighboring Bitwise XOR,neighboring-bitwise-xor,Medium,60.868584683784924,False,"array,bit-manipulation",algorithms
2684,Maximum Number of Moves in a Grid,maximum-number-of-moves-in-a-grid,Medium,44.74216717440128,False,"array,dynamic-programming,matrix",algorithms
2685,Count the Number of Complete Components,count-the-number-of-complete-components,Medium,64.80134495299527,False,"depth-first-search,breadth-first-search,graph",algorithms
2686,Immediate Food Delivery III,immediate-food-delivery-iii,Medium,57.56042720629567,True,database,database
2687,Bikes Last Time Used ,bikes-last-time-used,Easy,77.81895182636316,True,database,database
2688,Find Active Users,find-active-users,Medium,38.8007614213198,True,database,database
2689,Extract Kth Character From The Rope Tree,extract-kth-character-from-the-rope-tree,Easy,74.54651843183147,True,"tree,depth-first-search",algorithms
2690,Infinite Method Object,infinite-method-object,Easy,91.92825112107623,True,,
2691,Immutability Helper,immutability-helper,Hard,41.45569620253164,True,,
2692,Make Object Immutable,make-object-immutable,Medium,61.23456790123457,True,,
2693,Call Function with Custom Context,call-function-with-custom-context,Medium,82.06311721768999,False,,
2694,Event Emitter,event-emitter,Medium,82.0709076467615,False,,
2695,Array Wrapper,array-wrapper,Easy,88.09676940582793,False,,
2696,Minimum String Length After Removing Substrings,minimum-string-length-after-removing-substrings,Easy,68.32229797434033,False,"string,stack,simulation",algorithms
2697,Lexicographically Smallest Palindrome,lexicographically-smallest-palindrome,Easy,80.51835853131749,False,"two-pointers,string",algorithms
2698,Find the Punishment Number of an Integer,find-the-punishment-number-of-an-integer,Medium,60.985925763873695,False,"math,backtracking",algorithms
2699,Modify Graph Edge Weights,modify-graph-edge-weights,Hard,21.95471653025868,False,"graph,heap-priority-queue,shortest-path",algorithms
2700,Differences Between Two Objects,differences-between-two-objects,Medium,82.28689614418674,True,,
2701,Consecutive Transactions with Increasing Amounts,consecutive-transactions-with-increasing-amounts,Hard,22.937000887311445,True,database,database
2702,Minimum Operations to Make Numbers Non-positive,minimum-operations-to-make-numbers-non-positive,Hard,52.69360269360269,True,"array,binary-search",algorithms
2703,Return Length of Arguments Passed,return-length-of-arguments-passed,Easy,92.5502768872049,False,,
2704,To Be Or Not To Be,to-be-or-not-to-be,Easy,61.20419748838809,False,,
2705,Compact Object,compact-object,Medium,64.79872317786841,False,,
2706,Buy Two Chocolates,buy-two-chocolates,Easy,63.2466925568429,False,"array,sorting",algorithms
2707,Extra Characters in a String,extra-characters-in-a-string,Medium,52.86468123024658,False,"array,hash-table,string,dynamic-programming,trie",algorithms
2708,Maximum Strength of a Group,maximum-strength-of-a-group,Medium,23.348699233839127,False,"array,backtracking,greedy,sorting",algorithms
2709,Greatest Common Divisor Traversal,greatest-common-divisor-traversal,Hard,22.638876776837883,False,"array,math,union-find,number-theory",algorithms
2710,Remove Trailing Zeros From a String,remove-trailing-zeros-from-a-string,Easy,78.26459130374019,False,string,algorithms
2711,Difference of Number of Distinct Values on Diagonals,difference-of-number-of-distinct-values-on-diagonals,Medium,70.55124378109453,False,"array,hash-table,matrix",algorithms
2712,Minimum Cost to Make All Characters Equal,minimum-cost-to-make-all-characters-equal,Medium,53.6452738990333,False,"string,dynamic-programming,greedy",algorithms
2713,Maximum Strictly Increasing Cells in a Matrix,maximum-strictly-increasing-cells-in-a-matrix,Hard,27.91817881887166,False,"array,binary-search,dynamic-programming,memoization,sorting,matrix",algorithms
2714,Find Shortest Path with K Hops,find-shortest-path-with-k-hops,Hard,60.24774774774775,True,"graph,heap-priority-queue,shortest-path",algorithms
2715,Timeout Cancellation,timeout-cancellation,Easy,87.395703887804,False,,
2716,Minimize String Length,minimize-string-length,Easy,74.5418115386882,False,"hash-table,string",algorithms
2717,Semi-Ordered Permutation,semi-ordered-permutation,Easy,62.991740165196696,False,"array,simulation",algorithms
2718,Sum of Matrix After Queries,sum-of-matrix-after-queries,Medium,29.903521543655305,False,"array,hash-table",algorithms
2719,Count of Integers,count-of-integers,Hard,33.64515002134845,False,"math,string,dynamic-programming",algorithms
2720,Popularity Percentage,popularity-percentage,Hard,41.118188251946215,True,database,database
2721,Execute Asynchronous Functions in Parallel,execute-asynchronous-functions-in-parallel,Medium,80.63072227873856,False,,
2722,Join Two Arrays by ID,join-two-arrays-by-id,Medium,52.75874291115312,False,,
2723,Add Two Promises,add-two-promises,Easy,89.8017180133049,False,,
2724,Sort By,sort-by,Easy,81.13378099173553,False,,
2725,Interval Cancellation,interval-cancellation,Easy,85.04344228382293,False,,
2726,Calculator with Method Chaining,calculator-with-method-chaining,Easy,72.87327079026872,False,,
2727,Is Object Empty,is-object-empty,Easy,77.53782870574409,False,,
2728,Count Houses in a Circular Street,count-houses-in-a-circular-street,Easy,84.05909797822706,True,"array,interactive",algorithms
2729,Check if The Number is Fascinating,check-if-the-number-is-fascinating,Easy,51.39039201539202,False,"hash-table,math",algorithms
2730,Find the Longest Semi-Repetitive Substring,find-the-longest-semi-repetitive-substring,Medium,35.00133368898373,False,"string,sliding-window",algorithms
2731,Movement of Robots,movement-of-robots,Medium,28.292695239537586,False,"array,brainteaser,sorting,prefix-sum",algorithms
2732,Find a Good Subset of the Matrix,find-a-good-subset-of-the-matrix,Hard,44.337184554575856,False,"array,greedy,bit-manipulation,matrix",algorithms
2733,Neither Minimum nor Maximum,neither-minimum-nor-maximum,Easy,76.83118851148969,False,"array,sorting",algorithms
2734,Lexicographically Smallest String After Substring Operation,lexicographically-smallest-string-after-substring-operation,Medium,29.82897384305835,False,"string,greedy",algorithms
2735,Collecting Chocolates,collecting-chocolates,Medium,31.95159138555365,False,"array,enumeration",algorithms
2736,Maximum Sum Queries,maximum-sum-queries,Hard,24.795871709451955,False,"array,binary-search,stack,binary-indexed-tree,segment-tree,sorting,monotonic-stack",algorithms
2737,Find the Closest Marked Node,find-the-closest-marked-node,Medium,54.557042702358196,True,"array,graph,heap-priority-queue,shortest-path",algorithms
2738,Count Occurrences in Text,count-occurrences-in-text,Medium,52.97487880123403,True,database,database
